Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements,Returning Child,Missing Episodes,Sibling Group Size,Placed With Siblings,Carer Age,Carer Gender,Carer Ethnicity,Placement Type,Placement Start Date,Move Date,Days Placed,Move Reason,Distance From Home (miles),EH involvement,YOT involvement,Placement Sequence Number
8,Female,White - British,0,False,7,5,True,45,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-02-07,2034-03-11,3685,Child requests end,1.66,True,True,1
8,Male,White - British,0,False,0,4,True,36,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-10-13,2032-04-04,3096,Child requests end,8.56,False,False,1
12,Trans Female,White - British,0,False,3,3,True,47,Female,White - British,In-House Fostering,2024-12-29,2025-03-09,70,Behaviour concerns,6.78,False,True,1
8,Male,White - British,0,False,5,2,True,41,Non binary,Asian/British Asian - Indian,In-House Fostering,2023-02-28,2024-10-08,588,Child requests end,11.14,True,True,1
16,Trans Female,White - British,2,True,0,1,False,48,Non binary,White - British,External Fostering,2024-06-25,2024-09-16,83,Behaviour concerns,4.33,False,True,3
6,Male,White - British,0,False,2,1,False,41,Female,White - British,In-House Fostering,2023-10-26,2024-01-13,79,Allegation,17.28,True,False,1
11,Non binary,White - British,1,True,7,2,True,60,Trans Male,White - British,External Fostering,2023-03-09,2029-01-10,2134,Behaviour concerns,5.82,True,False,2
9,Male,White - British,0,False,1,2,True,58,Female,White - British,Kinship,2022-10-29,2023-06-19,233,Planned move,0.92,True,True,1
8,Trans Male,White - British,0,False,3,2,True,58,Male,White - British,In-House Fostering,2025-07-07,2025-07-19,12,Placement stability concerns,10.97,True,False,1
6,Male,White - British,4,True,3,3,True,35,Male,White - Central European,External Fostering,2025-01-13,2034-03-06,3339,Child requests end,10.48,True,False,5
8,Female,White - Eastern European,3,True,4,2,True,53,Female,White - British,External Fostering,2024-03-20,2024-04-05,16,Carer requests end,18.46,True,True,4
7,Female,White - British,3,True,3,0,False,42,Female,White - British,In-House Fostering,2024-12-20,2025-02-18,60,Placement stability concerns,9.46,False,False,4
1,Male,White - British,0,False,4,1,False,40,Female,White - British,External Fostering,2024-04-19,2024-06-20,62,Child requests end,15.61,False,True,1
5,Female,Asian/British Asian - Pakistani,4,True,5,1,False,53,Trans Male,Asian/British Asian - Pakistani,Kinship,2025-01-14,2025-02-01,18,Carer requests end,0.95,False,False,5
10,Male,White - British,1,True,6,1,False,48,Female,White - British,Kinship,2022-03-27,2023-03-03,341,Child requests end,0.19,False,False,2
9,Trans Female,Asian/British Asian - Pakistani,1,True,2,3,True,38,Female,White - British,Kinship,2024-08-19,2025-09-16,393,Carer requests end,2.81,False,False,2
9,Male,White - British,3,True,2,2,True,52,Female,Asian/British Asian - Pakistani,In-House Fostering,2025-04-23,2026-05-25,397,Planned move,11.39,False,False,4
12,Trans Male,Asian/British Asian - Pakistani,0,False,5,5,True,51,Male,White - British,Kinship,2023-09-23,2024-02-15,145,Placement stability concerns,2.46,True,False,1
14,Non binary,White - Eastern European,5,True,1,5,True,41,Trans Female,White - British,In-House Fostering,2024-04-10,2024-04-25,15,Carer requests end,1.05,True,False,6
10,Non binary,White - British,0,False,5,0,False,37,Female,Asian/British Asian - Chinese,External Fostering,2024-04-30,2026-12-13,957,Behaviour concerns,17.97,True,True,1
8,Male,Black/Black British - African,4,True,2,4,True,47,Male,White - British,External Fostering,2022-09-28,2026-09-08,1441,Carer requests end,4.85,True,True,5
7,Female,Asian/British Asian - Chinese,4,True,2,4,True,52,Female,White - British,In-House Fostering,2024-11-03,2025-07-25,264,Carer requests end,18.65,False,True,5
12,Male,Asian/British Asian - Pakistani,5,True,7,5,True,49,Trans Male,White - British,External Fostering,2022-04-27,2022-07-05,69,Carer requests end,3.03,False,False,6
10,Male,Asian/British Asian - Pakistani,0,False,1,4,True,44,Male,White - Irish,Residential,2022-09-03,2024-07-10,676,Placement stability concerns,78.48,False,False,1
11,Non binary,White - British,4,True,5,0,False,49,Male,Mixed - White/Black Caribbean,In-House Fostering,2024-10-04,2025-07-13,282,Placement stability concerns,17.64,True,True,5
5,Male,White - Other,5,True,3,4,True,50,Male,White - British,In-House Fostering,2023-12-04,2024-06-01,180,Allegation,12.21,True,False,6
10,Male,White - British,0,False,4,3,True,55,Female,Asian/British Asian - Bangladeshi,Kinship,2024-01-25,2024-10-01,250,Behaviour concerns,4.36,True,False,1
7,Female,White - British,0,False,7,1,False,35,Trans Male,White - Central European,Residential,2023-09-28,2023-12-08,71,Carer requests end,24.0,False,False,1
5,Male,White - British,0,False,2,0,False,53,Female,White - British,In-House Fostering,2025-08-29,2026-05-04,248,Placement stability concerns,17.94,False,False,1
6,Male,White - Eastern European,3,True,6,0,False,46,Female,Asian/British Asian - Pakistani,In-House Fostering,2025-01-05,2026-04-12,462,Carer requests end,15.39,False,True,4
7,Non binary,Asian/British Asian - Pakistani,0,False,4,5,True,48,Female,White - British,In-House Fostering,2025-03-06,2027-11-18,987,Child requests end,1.44,False,False,1
9,Male,Gypsy / Roma,3,True,3,0,False,39,Female,White - Other,In-House Fostering,2024-05-15,2024-05-23,8,Placement stability concerns,18.32,True,True,4
9,Female,Asian/British Asian - Pakistani,0,False,2,0,False,45,Female,White - British,Kinship,2025-04-12,2027-05-11,759,Carer requests end,2.02,True,True,1
0,Female,White - Central European,4,True,2,4,True,53,Female,White - British,Kinship,2025-05-08,2026-10-17,527,Allegation,3.17,True,False,5
9,Trans Male,Asian/British Asian - Pakistani,0,False,0,4,True,55,Trans Male,Asian/British Asian - Pakistani,Kinship,2022-02-02,2022-10-19,259,Placement stability concerns,0.21,False,False,1
8,Female,White - British,0,False,4,0,False,40,Female,White - British,In-House Fostering,2022-09-23,2022-11-25,63,Placement stability concerns,19.54,True,True,1
7,Female,Asian/British Asian - Indian,2,True,3,5,True,48,Trans Male,White - British,In-House Fostering,2023-03-30,2023-11-25,240,Planned move,2.41,True,True,3
8,Trans Female,Asian/British Asian - Indian,1,True,4,5,True,37,Female,White - British,Kinship,2025-10-23,2025-11-19,27,Child requests end,1.62,True,False,2
1,Trans Male,White - British,3,True,5,5,True,60,Trans Female,White - British,Kinship,2023-11-19,2024-01-26,68,Child requests end,1.54,False,True,4
11,Trans Male,White - British,0,False,1,0,False,40,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-05-02,2025-05-02,365,Behaviour concerns,4.99,False,False,1
10,Female,Asian/British Asian - Pakistani,5,True,1,2,True,45,Female,Asian/British Asian - Chinese,External Fostering,2024-02-05,2024-02-20,15,Carer requests end,10.09,False,False,6
10,Female,Asian/British Asian - Pakistani,0,False,4,5,True,57,Female,White - British,Kinship,2024-10-05,2024-10-29,24,Child requests end,3.25,True,False,1
2,Female,Asian/British Asian - Pakistani,0,False,5,5,True,59,Female,White - British,External Fostering,2023-11-03,2027-02-28,1213,Allegation,15.6,True,False,1
10,Male,White - British,0,False,1,3,True,48,Male,White - British,External Fostering,2023-05-18,2023-06-01,14,Behaviour concerns,12.5,False,False,1
6,Female,White - British,5,True,1,3,True,57,Male,Asian/British Asian - Pakistani,Residential,2025-10-19,2025-10-21,2,Child requests end,31.51,True,True,6
14,Non binary,White - Central European,0,False,5,2,True,42,Male,White - British,In-House Fostering,2024-05-05,2024-12-26,235,Carer requests end,4.11,False,False,1
8,Male,White - British,1,True,4,3,True,57,Female,Dual Heritage - Black/White,Residential,2022-08-28,2025-02-09,896,Child requests end,16.82,False,False,2
8,Female,White - Eastern European,0,False,2,1,False,45,Trans Female,White - British,In-House Fostering,2024-05-20,2025-08-23,460,Child requests end,8.71,True,False,1
9,Female,White - British,0,False,5,5,True,59,Trans Male,Asian/British Asian - Indian,External Fostering,2024-02-02,2024-02-27,25,Child requests end,5.6,True,True,1
10,Male,White - Central European,0,False,7,3,True,40,Female,White - British,In-House Fostering,2023-05-11,2025-04-18,708,Planned move,9.65,True,False,1
11,Trans Female,Asian/British Asian - Pakistani,0,False,3,4,True,38,Male,White - Eastern European,External Fostering,2022-07-01,2022-10-03,94,Carer requests end,6.3,False,True,1
2,Female,White - British,0,False,1,4,True,44,Trans Male,White - Central European,In-House Fostering,2022-11-29,2023-06-10,193,Allegation,12.0,True,False,1
10,Female,Asian/British Asian - Pakistani,0,False,5,0,False,45,Female,White - British,External Fostering,2024-11-24,2024-12-21,27,Child requests end,11.92,False,False,1
5,Non binary,White - British,4,True,4,5,True,35,Female,Asian/British Asian - Indian,In-House Fostering,2022-07-25,2024-10-29,827,Placement stability concerns,12.12,False,True,5
1,Female,Asian/British Asian - Pakistani,0,False,6,2,True,47,Female,White - British,Kinship,2022-11-16,2022-12-13,27,Child requests end,1.93,True,True,1
11,Trans Male,Mixed - White/Asian,0,False,1,4,True,39,Female,White - British,Kinship,2025-03-01,2026-12-28,667,Placement stability concerns,1.89,True,False,1
11,Female,Asian/British Asian - Indian,4,True,0,0,False,42,Trans Male,Asian/British Asian - Pakistani,External Fostering,2023-10-01,2023-12-27,87,Carer requests end,9.39,False,False,5
6,Female,White - British,5,True,0,4,True,36,Trans Male,Asian/British Asian - Pakistani,External Fostering,2025-04-25,2025-05-30,35,Carer requests end,2.46,False,False,6
7,Female,Asian/British Asian - Pakistani,2,True,0,2,True,58,Male,White - British,External Fostering,2023-06-01,2024-08-12,438,Planned move,2.46,False,False,3
1,Trans Female,White - British,0,False,4,3,True,35,Trans Male,White - British,Kinship,2022-11-04,2023-12-06,397,Carer requests end,0.39,False,False,1
4,Female,Asian/British Asian - Pakistani,0,False,3,1,False,60,Male,Asian/British Asian - Pakistani,External Fostering,2024-03-12,2024-03-21,9,Placement stability concerns,1.1,True,False,1
7,Male,White - British,0,False,4,4,True,50,Trans Female,White - British,External Fostering,2024-06-05,2024-11-08,156,Child requests end,9.83,True,False,1
7,Female,Asian/British Asian - Indian,0,False,3,1,False,54,Male,White - British,External Fostering,2025-10-02,2026-05-15,225,Carer requests end,17.94,False,False,1
5,Trans Female,Asian/British Asian - Pakistani,0,False,1,1,False,59,Male,Dual Heritage - Black/White,In-House Fostering,2024-01-19,2024-03-20,61,Behaviour concerns,14.42,True,True,1
10,Female,White - Other,0,False,7,5,True,36,Male,Asian/British Asian - Pakistani,External Fostering,2022-02-20,2022-05-30,99,Placement stability concerns,12.49,False,True,1
12,Male,White - British,4,True,3,2,True,57,Female,White - British,In-House Fostering,2022-09-15,2023-05-05,232,Carer requests end,17.23,True,True,5
8,Female,White - British,4,True,7,0,False,58,Male,Asian/British Asian - Pakistani,External Fostering,2024-04-16,2024-05-15,29,Behaviour concerns,19.46,False,True,5
6,Male,Asian/British Asian - Indian,3,True,0,1,False,56,Female,Asian/British Asian - Bangladeshi,External Fostering,2023-10-22,2024-09-27,341,Child requests end,6.86,False,True,4
11,Male,White - British,1,True,7,1,False,43,Female,Asian/British Asian - Pakistani,In-House Fostering,2025-10-01,2026-12-27,452,Placement stability concerns,7.06,False,True,2
8,Female,White - British,0,False,1,3,True,45,Male,White - British,External Fostering,2025-10-31,2031-02-09,1927,Carer requests end,3.17,True,True,1
10,Female,White - Central European,5,True,1,2,True,42,Female,Mixed - Other,Kinship,2022-07-12,2024-05-20,678,Carer requests end,0.55,False,True,6
4,Female,White - British,1,True,0,0,False,43,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-05-31,2034-01-02,3869,Placement stability concerns,17.65,True,True,2
1,Female,White - British,3,True,4,0,False,60,Male,White - British,External Fostering,2024-05-25,2024-08-27,94,Planned move,7.93,False,False,4
2,Female,White - British,4,True,1,3,True,43,Female,White - British,In-House Fostering,2023-05-25,2025-05-05,711,Carer requests end,14.54,False,True,5
8,Male,Asian/British Asian - Pakistani,3,True,4,4,True,38,Female,Asian/British Asian - Bangladeshi,In-House Fostering,2025-04-03,2025-09-15,165,Placement stability concerns,0.72,True,False,4
9,Male,White - British,0,False,5,5,True,42,Male,White - British,In-House Fostering,2025-05-26,2026-01-18,237,Planned move,12.77,False,False,1
13,Male,White - British,0,False,6,4,True,53,Female,White - British,External Fostering,2024-01-18,2024-06-20,154,Planned move,18.99,False,False,1
7,Female,White - British,0,False,3,5,True,44,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-07-26,2025-05-16,294,Child requests end,10.46,False,False,1
12,Female,White - British,5,True,5,1,False,53,Male,Asian/British Asian - Bangladeshi,In-House Fostering,2022-03-05,2023-03-22,382,Child requests end,6.74,True,True,6
8,Female,White - British,4,True,5,1,False,57,Female,White - Other,Kinship,2022-04-10,2023-02-02,298,Child requests end,2.85,False,True,5
2,Female,White - British,2,True,3,2,True,58,Female,Asian/British Asian - Pakistani,External Fostering,2024-09-25,2025-06-20,268,Allegation,2.63,True,True,3
9,Male,White - Other,2,True,1,4,True,53,Female,White - Other,Kinship,2024-05-09,2025-02-25,292,Behaviour concerns,3.46,False,True,3
10,Male,White - British,4,True,2,3,True,52,Non binary,White - British,Kinship,2025-03-27,2025-10-08,195,Carer requests end,3.14,True,False,5
2,Male,White - British,0,False,7,1,False,39,Trans Male,Dual Heritage - Black/White,External Fostering,2024-04-03,2024-04-29,26,Placement stability concerns,15.56,False,False,1
6,Female,White - British,5,True,5,2,True,48,Female,Asian/British Asian - Pakistani,Kinship,2025-10-13,2026-08-03,294,Carer requests end,1.67,False,True,6
9,Trans Female,Asian/British Asian - Pakistani,1,True,0,3,True,51,Female,White - Eastern European,In-House Fostering,2024-09-28,2026-03-21,539,Placement stability concerns,2.42,True,False,2
11,Female,Black/Black British - Caribbean,0,False,5,1,False,44,Female,Asian/British Asian - Indian,In-House Fostering,2023-11-11,2024-11-04,359,Behaviour concerns,13.1,True,False,1
1,Trans Male,White - British,0,False,3,1,False,40,Non binary,White - British,Kinship,2025-01-09,2025-12-30,355,Child requests end,4.11,False,True,1
5,Female,White - Eastern European,4,True,4,0,False,49,Female,White - British,External Fostering,2025-02-07,2025-04-27,79,Placement stability concerns,5.78,True,False,5
6,Female,Asian/British Asian - Pakistani,0,False,4,3,True,48,Male,Traveller of Irish Heritage,External Fostering,2024-04-09,2027-07-18,1195,Placement stability concerns,15.48,True,True,1
7,Non binary,White - British,3,True,1,5,True,47,Male,White - British,In-House Fostering,2022-05-28,2023-02-04,252,Placement stability concerns,15.84,True,False,4
8,Male,Asian/British Asian - Indian,0,False,5,4,True,51,Female,White - British,In-House Fostering,2022-09-01,2022-11-09,69,Placement stability concerns,8.76,True,True,1
8,Female,White - British,0,False,7,0,False,60,Female,White - British,In-House Fostering,2022-02-15,2024-03-01,745,Behaviour concerns,13.01,False,False,1
5,Trans Female,Asian/British Asian - Pakistani,0,False,1,3,True,57,Trans Female,White - British,External Fostering,2025-09-12,2028-01-30,870,Allegation,10.91,False,True,1
1,Female,Traveller - Other,0,False,6,2,True,53,Female,Mixed - Other,In-House Fostering,2025-10-21,2025-11-23,33,Behaviour concerns,14.9,True,True,1
9,Male,White - British,0,False,5,3,True,53,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-09-14,2023-09-24,10,Child requests end,16.94,True,False,1
8,Female,White - British,0,False,4,5,True,38,Trans Female,White - British,External Fostering,2023-05-30,2023-09-12,105,Child requests end,13.53,False,False,1
7,Trans Male,Asian/British Asian - Indian,0,False,3,1,False,44,Trans Male,Asian/British Asian - Pakistani,In-House Fostering,2024-03-08,2024-11-09,246,Carer requests end,0.21,True,True,1
5,Male,White - British,4,True,4,3,True,39,Non binary,White - Central European,External Fostering,2023-10-05,2025-07-16,650,Allegation,6.35,True,False,5
9,Trans Male,White - British,0,False,1,2,True,43,Male,Gypsy / Roma,External Fostering,2025-04-15,2026-05-28,408,Carer requests end,1.43,False,False,1
8,Trans Female,White - British,0,False,3,0,False,46,Male,Dual Heritage - Black/White,Kinship,2025-08-30,2025-09-24,25,Planned move,3.95,True,False,1
0,Trans Female,White - British,0,False,7,5,True,54,Male,Asian/British Asian - Bangladeshi,Kinship,2023-08-13,2023-11-03,82,Placement stability concerns,0.06,False,True,1
11,Male,White - British,0,False,3,5,True,50,Trans Male,White - British,Kinship,2023-12-19,2027-12-01,1443,Allegation,3.15,False,True,1
11,Male,Asian/British Asian - Other,0,False,7,1,False,46,Male,White - British,Kinship,2022-03-06,2022-06-11,97,Child requests end,3.96,False,False,1
1,Female,White - British,0,False,3,3,True,57,Trans Female,White - British,External Fostering,2024-11-02,2026-01-31,455,Behaviour concerns,8.47,False,True,1
3,Female,Asian/British Asian - Pakistani,4,True,7,1,False,47,Trans Female,White - British,In-House Fostering,2024-12-17,2025-04-24,128,Allegation,6.05,False,False,5
16,Trans Female,White - British,2,True,2,0,False,55,Trans Female,White - Eastern European,External Fostering,2024-05-24,2024-12-25,215,Allegation,11.53,True,True,3
12,Trans Male,White - British,2,True,2,0,False,51,Trans Male,Asian/British Asian - Pakistani,External Fostering,2025-07-27,2025-08-06,10,Placement stability concerns,0.04,False,False,3
11,Female,Mixed - Other,3,True,2,1,False,41,Male,Gypsy / Roma,Kinship,2025-05-02,2025-07-06,65,Child requests end,0.67,True,True,4
11,Trans Male,Asian/British Asian - Pakistani,4,True,1,1,False,60,Female,White - British,In-House Fostering,2024-09-23,2026-03-14,537,Planned move,11.7,True,True,5
5,Trans Male,Asian/British Asian - Pakistani,0,False,7,3,True,42,Trans Female,Asian/British Asian - Bangladeshi,External Fostering,2023-01-09,2023-02-05,27,Planned move,8.77,True,False,1
2,Female,Asian/British Asian - Bangladeshi,0,False,5,4,True,58,Male,White - British,Kinship,2023-11-07,2025-09-21,684,Planned move,4.55,True,True,1
9,Trans Female,White - British,2,True,1,2,True,46,Female,Mixed - Other,Residential,2023-12-02,2025-01-10,405,Allegation,81.42,True,False,3
12,Male,White - British,0,False,3,2,True,42,Female,White - British,Kinship,2025-09-10,2026-08-30,354,Child requests end,2.32,False,True,1
11,Female,White - Other,0,False,3,1,False,40,Male,White - British,In-House Fostering,2025-03-12,2025-05-12,61,Planned move,15.27,True,False,1
8,Male,Asian/British Asian - Pakistani,0,False,5,2,True,49,Female,White - Eastern European,External Fostering,2022-08-11,2025-04-22,985,Carer requests end,10.59,True,False,1
2,Male,Asian/British Asian - Pakistani,0,False,0,3,True,51,Male,White - British,In-House Fostering,2025-10-29,2025-11-19,21,Planned move,4.77,False,True,1
11,Female,White - British,0,False,4,1,False,60,Male,White - British,In-House Fostering,2024-10-16,2024-11-02,17,Carer requests end,4.13,True,True,1
11,Trans Female,White - Other,4,True,3,1,False,40,Male,White - British,External Fostering,2025-08-12,2032-03-13,2405,Child requests end,14.54,True,True,5
7,Female,White - British,0,False,3,0,False,45,Trans Male,White - British,In-House Fostering,2024-04-18,2024-10-04,169,Planned move,9.43,False,False,1
8,Trans Female,White - British,0,False,3,2,True,44,Male,White - British,In-House Fostering,2024-04-29,2026-08-24,847,Planned move,17.7,False,False,1
12,Male,White - British,1,True,7,1,False,52,Trans Female,White - British,External Fostering,2024-02-03,2027-01-24,1086,Placement stability concerns,8.06,True,False,2
9,Male,White - British,0,False,0,0,False,43,Male,White - Eastern European,In-House Fostering,2024-12-04,2026-03-06,457,Placement stability concerns,2.98,True,False,1
0,Trans Male,White - British,0,False,3,4,True,46,Non binary,Mixed - White/Asian,In-House Fostering,2025-03-13,2025-05-22,70,Child requests end,9.12,True,True,1
10,Female,White - British,4,True,1,0,False,37,Male,White - Central European,External Fostering,2022-07-08,2026-04-20,1382,Child requests end,5.13,True,True,5
11,Male,White - Eastern European,3,True,5,4,True,57,Female,Asian/British Asian - Pakistani,In-House Fostering,2024-02-11,2024-05-16,95,Planned move,12.05,True,True,4
10,Male,White - Eastern European,0,False,0,3,True,58,Female,White - British,Kinship,2024-07-27,2034-02-16,3491,Planned move,4.93,True,True,1
3,Female,White - British,0,False,3,5,True,56,Trans Female,Asian/British Asian - Pakistani,Kinship,2025-01-29,2025-03-14,44,Carer requests end,1.74,True,True,1
6,Male,Asian/British Asian - Bangladeshi,0,False,6,4,True,45,Trans Female,White - British,External Fostering,2022-04-20,2022-11-04,198,Child requests end,1.53,False,False,1
8,Female,White - British,0,False,7,3,True,43,Female,White - British,Kinship,2025-07-15,2025-07-24,9,Child requests end,3.58,True,True,1
8,Female,White - British,0,False,0,5,True,40,Male,White - Central European,In-House Fostering,2024-01-21,2025-12-23,702,Planned move,19.93,False,True,1
11,Male,Asian/British Asian - Pakistani,5,True,4,3,True,60,Trans Male,White - British,External Fostering,2025-04-02,2025-06-05,64,Behaviour concerns,10.09,False,True,6
4,Trans Female,White - British,4,True,6,2,True,45,Male,Asian/British Asian - Pakistani,Kinship,2024-07-20,2027-08-27,1133,Behaviour concerns,4.88,True,False,5
8,Female,White - British,0,False,3,3,True,56,Female,White - Eastern European,Kinship,2022-06-17,2024-05-28,711,Child requests end,4.62,True,False,1
8,Non binary,Asian/British Asian - Pakistani,2,True,5,1,False,54,Non binary,White - Central European,Kinship,2024-01-12,2024-04-13,92,Child requests end,4.09,True,True,3
7,Male,White - British,0,False,5,3,True,43,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-09-15,2024-03-25,192,Child requests end,7.36,True,False,1
8,Female,White - British,0,False,7,4,True,39,Trans Male,White - British,In-House Fostering,2024-01-25,2024-03-10,45,Child requests end,5.42,True,False,1
9,Non binary,White - British,0,False,3,0,False,49,Male,White - British,Kinship,2025-08-24,2025-10-13,50,Placement stability concerns,1.19,False,False,1
9,Female,Asian/British Asian - Indian,0,False,7,1,False,39,Trans Female,Asian/British Asian - Pakistani,External Fostering,2023-09-13,2024-05-13,243,Child requests end,9.71,False,True,1
11,Male,White - British,5,True,5,2,True,58,Trans Male,Asian/British Asian - Bangladeshi,External Fostering,2024-04-04,2025-12-08,613,Allegation,17.12,False,False,6
13,Male,White - British,0,False,4,1,False,45,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-02-11,2023-04-24,72,Planned move,11.86,True,False,1
11,Female,White - Eastern European,2,True,5,4,True,38,Female,Mixed - White/Asian,Kinship,2023-02-20,2023-03-17,25,Planned move,4.29,True,True,3
9,Female,White - British,0,False,2,3,True,38,Female,Asian/British Asian - Pakistani,External Fostering,2023-07-09,2023-09-16,69,Behaviour concerns,19.76,False,False,1
5,Male,White - Eastern European,5,True,7,4,True,46,Trans Male,White - British,External Fostering,2024-11-26,2025-05-09,164,Planned move,3.65,True,True,6
11,Trans Female,White - British,0,False,2,0,False,39,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-08-23,2023-10-25,63,Carer requests end,1.66,True,True,1
2,Trans Male,White - British,0,False,2,4,True,51,Trans Female,White - British,In-House Fostering,2023-07-27,2023-08-29,33,Child requests end,7.95,False,False,1
7,Female,White - British,5,True,2,0,False,55,Female,White - British,Kinship,2022-04-30,2024-01-15,625,Behaviour concerns,2.26,False,True,6
6,Female,White - British,1,True,4,1,False,50,Male,White - British,Residential,2024-09-29,2025-12-03,430,Allegation,53.85,True,False,2
5,Female,White - British,3,True,1,0,False,40,Female,White - British,In-House Fostering,2022-01-15,2022-04-15,90,Carer requests end,15.68,False,False,4
10,Female,White - British,0,False,1,5,True,51,Female,White - British,Kinship,2025-07-15,2025-09-05,52,Allegation,1.64,False,False,1
9,Male,White - British,0,False,6,3,True,44,Male,White - British,In-House Fostering,2022-09-01,2029-10-18,2604,Allegation,7.21,False,True,1
6,Non binary,White - British,0,False,4,5,True,48,Trans Male,White - Eastern European,In-House Fostering,2023-01-12,2023-02-14,33,Allegation,1.02,False,True,1
8,Trans Female,White - British,0,False,1,0,False,57,Non binary,Mixed - White/Black African,Kinship,2022-11-10,2022-12-22,42,Planned move,2.16,False,True,1
7,Male,White - British,0,False,7,3,True,51,Male,Asian/British Asian - Pakistani,In-House Fostering,2022-01-16,2023-12-15,698,Behaviour concerns,7.15,False,False,1
11,Trans Female,Asian/British Asian - Pakistani,2,True,3,5,True,48,Female,White - British,In-House Fostering,2025-09-24,2028-02-01,860,Planned move,14.5,False,True,3
7,Female,White - Eastern European,3,True,5,0,False,41,Trans Female,White - British,In-House Fostering,2025-06-05,2025-08-22,78,Placement stability concerns,10.82,True,False,4
15,Male,Asian/British Asian - Indian,5,True,1,5,True,39,Male,White - British,External Fostering,2023-08-14,2025-04-07,602,Carer requests end,1.42,False,False,6
7,Male,White - Eastern European,0,False,0,2,True,58,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-05-18,2024-11-19,185,Planned move,8.54,False,False,1
6,Female,Asian/British Asian - Pakistani,5,True,6,0,False,56,Trans Male,Asian/British Asian - Pakistani,External Fostering,2025-05-24,2026-12-25,580,Placement stability concerns,19.97,True,True,6
13,Male,Asian/British Asian - Pakistani,0,False,2,2,True,40,Male,Asian/British Asian - Indian,In-House Fostering,2023-01-10,2023-05-25,135,Placement stability concerns,8.88,True,True,1
10,Male,Asian/British Asian - Pakistani,4,True,1,3,True,57,Male,White - British,External Fostering,2022-11-20,2023-04-13,144,Behaviour concerns,15.44,True,False,5
8,Trans Female,White - British,3,True,5,1,False,50,Male,Asian/British Asian - Pakistani,In-House Fostering,2025-01-17,2027-04-19,822,Carer requests end,4.0,True,True,4
8,Female,Mixed - White/Black Caribbean,0,False,6,0,False,56,Male,White - Eastern European,External Fostering,2023-04-01,2024-01-29,303,Allegation,14.47,False,False,1
12,Female,White - British,0,False,1,5,True,40,Non binary,White - British,Kinship,2024-03-05,2024-05-11,67,Allegation,0.96,True,True,1
3,Male,Asian/British Asian - Pakistani,5,True,5,1,False,37,Female,Black/Black British - African,Kinship,2022-09-12,2022-10-02,20,Behaviour concerns,1.27,True,False,6
15,Trans Female,White - British,0,False,4,2,True,58,Female,White - British,External Fostering,2022-12-17,2025-07-05,931,Behaviour concerns,11.05,True,True,1
11,Trans Female,White - British,0,False,7,5,True,43,Female,White - British,Kinship,2024-01-16,2024-02-23,38,Carer requests end,1.27,False,False,1
4,Non binary,White - British,3,True,5,5,True,44,Female,White - British,In-House Fostering,2023-05-21,2025-07-08,779,Behaviour concerns,1.56,True,False,4
1,Trans Male,Asian/British Asian - Pakistani,2,True,3,1,False,46,Female,Asian/British Asian - Other,In-House Fostering,2023-03-12,2025-02-11,702,Allegation,8.36,True,False,3
10,Female,White - British,2,True,4,1,False,52,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-08-11,2024-12-07,484,Placement stability concerns,16.97,False,True,3
8,Female,White - British,5,True,7,5,True,42,Male,Asian/British Asian - Pakistani,External Fostering,2025-05-06,2025-07-28,83,Placement stability concerns,6.6,False,False,6
13,Female,White - British,0,False,7,1,False,58,Non binary,White - Central European,In-House Fostering,2025-01-07,2025-02-09,33,Planned move,3.3,True,False,1
8,Female,White - British,1,True,6,5,True,38,Female,Asian/British Asian - Pakistani,In-House Fostering,2025-02-05,2026-10-02,604,Behaviour concerns,5.04,False,False,2
9,Female,Dual Heritage - Black/White,5,True,4,2,True,50,Male,White - British,External Fostering,2023-03-14,2023-04-12,29,Child requests end,19.52,True,False,6
10,Female,Asian/British Asian - Pakistani,3,True,1,3,True,40,Male,Dual Heritage - Black/White,External Fostering,2023-09-23,2024-08-17,329,Planned move,13.98,True,True,4
13,Male,White - Other,4,True,1,2,True,52,Female,Asian/British Asian - Pakistani,External Fostering,2022-09-02,2022-10-13,41,Child requests end,6.94,True,False,5
6,Male,White - British,2,True,2,1,False,39,Female,White - British,In-House Fostering,2022-08-30,2023-06-03,277,Child requests end,16.59,False,True,3
5,Female,White - Eastern European,0,False,4,4,True,37,Female,White - British,External Fostering,2023-02-28,2032-06-13,3393,Child requests end,0.95,False,True,1
13,Female,White - British,1,True,5,4,True,38,Male,Asian/British Asian - Pakistani,Residential,2025-03-16,2025-12-25,284,Planned move,51.47,False,False,2
11,Trans Male,White - British,0,False,0,2,True,43,Male,Asian/British Asian - Indian,Kinship,2024-08-25,2030-09-16,2213,Behaviour concerns,1.37,True,False,1
