Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement End Time Period,Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home,Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement,
15,Male,Black/Black British – Caribbean,0,True,16,[28],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,151.02,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,6,including Mainstream,['Refused'],Long Term Foster,True,False,False,
8,Male,White – British,0,True,11,[59],Special Guardianship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,842.47,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,0,including Mainstream,['White – Other'],Special Guardianship,False,False,False,
0,Trans Female,White – British,0,False,13,[58],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,337.57,False,N/A,2,N/A,6,including Mainstream,['Asian/British Asian – Bangladeshi'],Long Term Foster,False,False,False,
8,Female,White – British,0,False,11,[73],Residential,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,True,145.08,False,N/A,6,N/A,9,including Mainstream,['Asian/British Asian – Chinese'],Residential,False,False,False,
14,Female,Asian/British Asian – Pakistani,0,True,15,[55],Residential,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,320.81,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,0,including Mainstream,['Asian/British Asian – Other'],Residential,True,False,False,
10,Female,White – British,0,True,12,[40],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,16.95,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,4,including Mainstream,['Black/Black British – Caribbean'],Long Term Foster,False,False,False,
16,Male,Traveller – Other,0,True,18,[60],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,True,857.17,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,14,including Mainstream,['White – British'],Adoption,False,False,False,
8,Female,White – British,0,False,16,[71],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,136.74,True,N/A,3,N/A,4,including Mainstream,['Black/Black British – Caribbean'],Emergency Foster,False,False,False,
11,Male,White – British,0,False,13,[73],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,429.62,False,N/A,2,N/A,9,including Mainstream,['White – British'],Short Term Foster,False,False,False,
4,Female,Mixed – Other,0,False,10,[36],Fostering - Short Term,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,False,147.6,True,N/A,2,N/A,14,including Mainstream,['Traveller of Irish Heritage'],Short Term Foster,True,False,False,
17,Male,White – British,0,True,18,[30],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,217.06,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,17,including Mainstream,['Mixed - White/Asian'],Short Term Foster,False,False,True,
1,Female,Asian/British Asian – Pakistani,0,False,12,[48],Special Guardianship,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,51.68,True,N/A,1,N/A,7,including Mainstream,['Mixed - White/Asian'],Special Guardianship,False,False,False,
10,Male,Asian/British Asian – Pakistani,0,True,18,[55],Fostering - Respite,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],False,False,469.01,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,0,including Mainstream,['Roma'],Respite Foster,False,False,False,
16,Male,White – British,0,False,17,[27],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,True,287.21,True,N/A,2,N/A,12,including Mainstream,['Mixed – Other'],Long Term Foster,False,False,False,
0,Female,White – British,0,True,8,[36],Fostering - Emergency,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,True,965.81,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,5,including Mainstream,['White – Other'],Emergency Foster,False,True,False,
1,Male,White – British,0,True,3,[32],Residential,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,263.75,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,12,including Mainstream,['Asian/British Asian – Indian'],Residential,True,False,False,
5,Male,White - Eastern European,0,False,14,[38],Fostering - Emergency,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,False,579.56,False,N/A,1,N/A,5,including Mainstream,['Refused'],Emergency Foster,True,False,False,
17,Female,Asian/British Asian – Pakistani,0,False,18,[58],Fostering - Emergency,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,230.5,True,N/A,3,N/A,8,including Mainstream,['Asian/British Asian – Indian'],Emergency Foster,False,False,False,
13,Trans Male,Asian/British Asian – Other,0,True,16,[44],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,953.21,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,12,including Mainstream,['Other Ethnic Group'],Residential,False,False,False,
16,Trans Male,White – Other,0,True,17,[68],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],False,True,67.55,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,4,including Mainstream,['Asian/British Asian – Pakistani'],Short Term Foster,False,False,False,
12,Female,White – British,0,False,18,[46],Adoption,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],True,True,510.26,False,N/A,5,N/A,11,including Mainstream,['White – Other'],Adoption,True,False,False,
11,Male,Asian/British Asian – Pakistani,0,True,14,[53],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,148.06,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,10,including Mainstream,['Black/Black British – Other'],Short Term Foster,True,True,False,
11,Female,White – British,0,False,13,[68],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],False,True,685.93,False,N/A,1,N/A,6,including Mainstream,['White – Irish'],Emergency Foster,False,False,False,
10,Male,White – British,0,False,12,[46],Special Guardianship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,False,726.06,False,N/A,4,N/A,3,including Mainstream,['White - Eastern European'],Special Guardianship,False,False,False,
8,Female,White – British,0,True,9,[47],Special Guardianship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,998.81,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,17,including Mainstream,['Refused'],Special Guardianship,False,True,False,
16,Non binary,Asian/British Asian – Pakistani,0,True,18,[74],Special Guardianship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,827.2,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,16,including Mainstream,['Traveller of Irish Heritage'],Special Guardianship,True,True,False,
14,Female,White – British,0,False,15,[31],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,False,300.81,False,N/A,3,N/A,10,including Mainstream,['White – Other'],Long Term Foster,True,False,True,
15,Male,Mixed – Other,0,True,17,[39],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,278.32,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,17,including Mainstream,['Traveller of Irish Heritage'],Emergency Foster,False,False,False,
8,Trans Female,Asian/British Asian – Indian,0,False,10,[75],Special Guardianship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,633.25,False,N/A,1,N/A,5,including Mainstream,['Roma'],Special Guardianship,False,False,False,
8,Female,Asian/British Asian – Pakistani,0,True,12,[27],Kinship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,227.83,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,9,including Mainstream,['Black/Black British – Other'],Kinship,False,True,False,
9,Trans Female,White – British,0,True,14,[49],Kinship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,952.15,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,14,including Mainstream,['Asian/British Asian – Bangladeshi'],Kinship,False,False,False,
10,Female,White – British,0,False,15,[53],Special Guardianship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,26.86,True,N/A,3,N/A,17,including Mainstream,['NULL'],Special Guardianship,True,True,False,
0,Female,White – British,0,False,1,[74],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,864.1,False,N/A,4,N/A,0,including Mainstream,['Mixed - White/Black African'],Emergency Foster,True,False,False,
16,Male,Asian/British Asian – Pakistani,0,True,17,[52],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,265.24,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,3,including Mainstream,['Traveller of Irish Heritage'],Emergency Foster,False,False,False,
17,Male,White – British,0,False,18,[36],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,122.48,False,N/A,7,N/A,12,including Mainstream,['Traveller – Other'],Long Term Foster,True,True,False,
11,Trans Female,Asian/British Asian – Pakistani,0,False,13,[47],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,693.05,False,N/A,6,N/A,2,including Mainstream,['Dual Heritage - Black/White'],Long Term Foster,True,True,False,
2,Trans Male,White – British,0,False,8,[43],Kinship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,334.24,True,N/A,1,N/A,9,including Mainstream,['Mixed - White/Black African'],Kinship,True,False,False,
10,Trans Female,Asian/British Asian – Pakistani,0,True,12,[73],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,157.54,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,7,including Mainstream,['Mixed - White/Asian'],Residential,True,False,False,
14,Male,White – British,0,False,17,[40],Residential,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,True,711.24,False,N/A,7,N/A,6,including Mainstream,['Traveller – Other'],Residential,False,False,False,
0,Non binary,Asian/British Asian – Pakistani,0,True,14,[46],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,638.19,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,14,including Mainstream,['Information Not Yet Obtained'],Long Term Foster,False,False,False,
1,Female,White – British,0,False,7,[74],Fostering - Long Term,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,True,4.62,False,N/A,8,N/A,4,including Mainstream,['Asian/British Asian – Other'],Long Term Foster,True,False,False,
3,Male,Asian/British Asian – Pakistani,0,True,6,[36],Adoption,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,835.92,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,4,including Mainstream,['White – Other'],Adoption,False,False,False,
5,Male,Asian/British Asian – Pakistani,0,True,9,[45],Special Guardianship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,654.53,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,5,including Mainstream,['Gypsy'],Special Guardianship,False,True,False,
14,Trans Male,White – British,0,True,17,[48],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,29.31,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,9,including Mainstream,['Other Ethnic Group'],Adoption,True,False,False,
16,Trans Female,White – British,0,True,17,[26],Residential,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],False,False,340.33,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,17,including Mainstream,['White – British'],Residential,False,False,False,
12,Male,White – British,0,True,18,[72],Kinship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,483.49,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,0,including Mainstream,['Asian/British Asian – Pakistani'],Kinship,False,True,False,
3,Trans Male,Asian/British Asian – Indian,0,True,9,[58],Fostering - Respite,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,872.96,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,8,including Mainstream,['Black/Black British – African'],Respite Foster,True,False,False,
6,Trans Female,Asian/British Asian – Bangladeshi,0,True,12,[54],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,963.49,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,0,including Mainstream,['Refused'],Residential,False,False,False,
9,Female,Asian/British Asian – Pakistani,0,True,16,[65],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,65.71,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,4,including Mainstream,['Asian/British Asian – Other'],Short Term Foster,False,False,False,
15,Non binary,White - Central European,0,False,16,[70],Residential,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,370.28,True,N/A,1,N/A,1,including Mainstream,['White – Irish'],Residential,False,False,False,
12,Non binary,White – British,0,True,18,[71],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,630.41,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,11,including Mainstream,['Refused'],Respite Foster,True,False,False,
14,Female,White – British,0,False,16,[68],Kinship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,196.65,True,N/A,3,N/A,4,including Mainstream,['Traveller of Irish Heritage'],Kinship,False,False,False,
15,Trans Female,Roma,0,True,16,[26],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,344.81,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,16,including Mainstream,['Refused'],Respite Foster,False,False,False,
14,Trans Male,White - Eastern European,0,False,18,[32],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],False,False,409.14,True,N/A,0,N/A,14,including Mainstream,['Black/Black British – Caribbean'],Emergency Foster,False,False,False,
8,Non binary,Asian/British Asian – Pakistani,0,False,10,[41],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,False,618.82,True,N/A,3,N/A,1,including Mainstream,['Asian/British Asian – Other'],Emergency Foster,False,False,False,
6,Female,White - Central European,0,False,8,[54],Special Guardianship,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,186.23,True,N/A,5,N/A,17,including Mainstream,['Asian/British Asian – Pakistani'],Special Guardianship,False,False,False,
0,Trans Female,White – British,0,True,5,[57],Fostering - Short Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,140.49,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,2,including Mainstream,['Information Not Yet Obtained'],Short Term Foster,True,False,True,
1,Female,White – British,0,True,8,[57],Special Guardianship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,False,275.69,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,14,including Mainstream,['Mixed - White/Black Caribbean'],Special Guardianship,True,False,False,
0,Male,Asian/British Asian – Indian,0,False,14,[58],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,False,641.76,True,N/A,3,N/A,17,including Mainstream,['Gypsy / Roma'],Respite Foster,False,False,False,
17,Non binary,Asian/British Asian – Pakistani,0,False,18,[64],Fostering - Respite,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,127.25,True,N/A,6,N/A,17,including Mainstream,['White – Irish'],Respite Foster,False,True,False,
2,Trans Female,White – British,0,False,12,[46],Adoption,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,615.81,True,N/A,6,N/A,14,including Mainstream,['Asian/British Asian – Indian'],Adoption,False,False,False,
11,Male,White – British,0,False,14,[60],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],False,False,637.9,False,N/A,1,N/A,2,including Mainstream,['Traveller – Other'],Short Term Foster,False,False,False,
17,Female,Asian/British Asian – Pakistani,0,True,18,[44],Kinship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],False,True,467.77,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,6,including Mainstream,['Asian/British Asian – Other'],Kinship,True,False,False,
7,Non binary,White – British,0,False,18,[29],Special Guardianship,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,True,715.53,False,N/A,7,N/A,2,including Mainstream,['Gypsy'],Special Guardianship,False,True,False,
1,Trans Male,White – British,0,False,14,[62],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,98.35,False,N/A,8,N/A,10,including Mainstream,['Asian/British Asian – Other'],Respite Foster,False,False,False,
12,Trans Male,Asian/British Asian – Pakistani,0,True,18,[52],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,762.33,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,15,including Mainstream,['Dual Heritage - Black/White'],Adoption,False,True,False,
3,Trans Female,White – British,0,True,11,[27],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],False,False,309.94,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,12,including Mainstream,['Black/Black British – Other'],Short Term Foster,False,False,False,
4,Trans Male,White – British,0,True,5,[72],Special Guardianship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,145.54,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,6,including Mainstream,['Mixed - White/Black African'],Special Guardianship,True,False,False,
17,Male,White – British,0,False,18,[75],Kinship,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],False,False,36.38,True,N/A,0,N/A,0,including Mainstream,['Gypsy'],Kinship,False,False,False,
2,Trans Female,White – British,0,True,4,[68],Fostering - Respite,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,592.82,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,14,including Mainstream,['Roma'],Respite Foster,False,False,False,
5,Non binary,White – British,0,False,12,[39],Kinship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,456.58,False,N/A,5,N/A,14,including Mainstream,['Mixed - White/Asian'],Kinship,True,False,False,
17,Female,Black/Black British – African,0,False,18,[69],Residential,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,843.44,False,N/A,2,N/A,0,including Mainstream,['Asian/British Asian – Indian'],Residential,True,False,True,
16,Trans Female,White – British,0,True,17,[75],Special Guardianship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,876.16,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,17,including Mainstream,['White – British'],Special Guardianship,False,False,False,
8,Female,Asian/British Asian – Pakistani,0,False,18,[69],Residential,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,132.18,False,N/A,8,N/A,17,including Mainstream,['Gypsy / Roma'],Residential,True,False,False,
13,Male,White – British,0,False,17,[63],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,857.56,True,N/A,3,N/A,11,including Mainstream,['Traveller – Other'],Emergency Foster,True,False,False,
10,Trans Female,White – British,0,False,14,[39],Kinship,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,835.24,False,N/A,5,N/A,1,including Mainstream,['Asian/British Asian – Chinese'],Kinship,True,False,True,
2,Female,White – British,0,False,15,[27],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,987.13,True,N/A,8,N/A,6,including Mainstream,['Other Ethnic Group'],Long Term Foster,True,False,False,
8,Female,White – British,0,False,11,[32],Special Guardianship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,361.28,False,N/A,1,N/A,17,including Mainstream,['Gypsy / Roma'],Special Guardianship,True,False,False,
14,Female,White – British,0,True,17,[38],Fostering - Short Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,340.49,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,6,including Mainstream,['Refused'],Short Term Foster,False,False,False,
6,Trans Male,Asian/British Asian – Bangladeshi,0,True,11,[62],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,122.2,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,5,including Mainstream,['White – British'],Adoption,True,False,False,
13,Female,White – British,0,False,15,[65],Fostering - Short Term,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,719.01,True,N/A,3,N/A,4,including Mainstream,['Asian/British Asian – Pakistani'],Short Term Foster,False,True,False,
7,Female,White - Eastern European,0,True,16,[47],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,True,337.87,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,10,including Mainstream,['White – British'],Residential,False,True,False,
16,Male,White – British,0,True,17,[75],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,616.21,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,16,including Mainstream,['Mixed - White/Black African'],Emergency Foster,False,False,False,
12,Female,Traveller – Other,0,False,16,[67],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,99.07,True,N/A,6,N/A,12,including Mainstream,['Roma'],Respite Foster,False,True,False,
16,Trans Female,White – British,0,False,17,[32],Special Guardianship,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,461.93,False,N/A,2,N/A,5,including Mainstream,['Black/Black British – Other'],Special Guardianship,True,False,False,
17,Male,White – British,0,False,18,[51],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,False,390.66,False,N/A,4,N/A,13,including Mainstream,['White – Other'],Respite Foster,False,False,False,
3,Female,White – British,0,True,10,[34],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],False,True,122.72,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,15,including Mainstream,['Gypsy'],Respite Foster,True,False,False,
16,Trans Female,White – British,0,True,18,[65],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,271.68,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,13,including Mainstream,['Refused'],Kinship,False,False,False,
11,Female,Asian/British Asian – Indian,0,False,18,[68],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,338.04,False,N/A,7,N/A,13,including Mainstream,['Black/Black British – Other'],Respite Foster,False,False,False,
8,Male,White – Other,0,True,15,[58],Kinship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,103.36,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,9,including Mainstream,['Asian/British Asian – Bangladeshi'],Kinship,False,False,False,
10,Female,Asian/British Asian – Pakistani,0,False,15,[35],Kinship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,642.36,True,N/A,5,N/A,13,including Mainstream,['Traveller of Irish Heritage'],Kinship,True,True,False,
6,Male,Asian/British Asian – Chinese,0,False,14,[30],Fostering - Short Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,True,565.53,False,N/A,6,N/A,8,including Mainstream,['Mixed - White/Asian'],Short Term Foster,False,False,False,
2,Trans Female,White – British,0,True,4,[75],Special Guardianship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,614.59,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,7,including Mainstream,['Asian/British Asian – Pakistani'],Special Guardianship,True,False,False,
17,Non binary,Asian/British Asian – Pakistani,0,True,18,[59],Special Guardianship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,706.65,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,6,including Mainstream,['Gypsy / Roma'],Special Guardianship,False,False,False,
8,Female,Asian/British Asian – Pakistani,0,True,16,[65],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,252.39,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,16,including Mainstream,['Black/Black British – Caribbean'],Kinship,False,True,False,
3,Female,White – Other,0,False,7,[36],Special Guardianship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,367.65,False,N/A,3,N/A,7,including Mainstream,['White – Other'],Special Guardianship,False,False,False,
12,Male,Asian/British Asian – Pakistani,0,True,15,[33],Special Guardianship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],False,True,684.28,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,12,including Mainstream,['Black/Black British – Caribbean'],Special Guardianship,False,False,False,
6,Female,White – British,0,True,11,[37],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,674.1,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,14,including Mainstream,['Asian/British Asian – Bangladeshi'],Long Term Foster,False,True,False,
4,Female,White – British,0,True,5,[42],Fostering - Respite,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],False,False,336.49,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,0,including Mainstream,['Gypsy / Roma'],Respite Foster,False,False,False,
17,Female,White – British,0,True,18,[27],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,978.99,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,5,including Mainstream,['Mixed - White/Asian'],Short Term Foster,True,False,False,
