Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement Time Period (days),Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home (miles),Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement
10,Female,Asian/British Asian - Pakistani,0,TRUE,11,33,Fostering - Short Term,0,1,21/07/2024 00:00,Carer requests placement end due to child's behaviour,45,1,Male,TRUE,FALSE,3.58,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,TRUE,FALSE
11,Trans Female,White - British,0,TRUE,18,48,Kinship,6,1,07/01/2023 00:00,Carer requests placement end due to child's behaviour,525,1,Female,TRUE,TRUE,3.57,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,FALSE,FALSE
3,Female,White - British,0,FALSE,4,63,Fostering - Short Term,2,1,15/08/2025 00:00,N/A,39,1,Male,TRUE,TRUE,13.87,TRUE,N/A,4,N/A,0,including Mainstream,White - British,Short Term Foster,TRUE,TRUE,TRUE
2,Trans Female,Roma,0,TRUE,17,66,Fostering - Short Term,7,1,20/06/2023 00:00,Child requests placement end,45,1,Female,TRUE,TRUE,17.27,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Short Term Foster,FALSE,TRUE,FALSE
10,Female,White - British,0,FALSE,18,50,Kinship,3,1,10/09/2023 00:00,N/A,77,1,Female,TRUE,TRUE,2.2,TRUE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,TRUE,TRUE
10,Male,White - British,0,TRUE,12,72,Fostering - Short Term,1,1,06/07/2025 00:00,Carer requests placement end due to child's behaviour,124,1,Male,TRUE,FALSE,2.33,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,FALSE,TRUE,FALSE
16,Female,White - British,0,FALSE,18,48,Special Guardianship,1,1,18/12/2024 00:00,N/A,609,1,Male,FALSE,FALSE,10.49,FALSE,N/A,0,N/A,0,including Mainstream,White - British,Special Guardianship,FALSE,FALSE,TRUE
10,Trans Female,White - Central European,0,TRUE,13,67,Fostering - Short Term,5,1,09/02/2024 00:00,Approval removed,127,1,Trans Female,TRUE,FALSE,0.71,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,TRUE,FALSE,TRUE
5,Female,White - British,0,TRUE,11,52,Fostering - Short Term,4,1,22/03/2024 00:00,Allegation (S47),312,1,Male,TRUE,FALSE,3.83,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Short Term Foster,TRUE,TRUE,FALSE
10,Male,Mixed - Other,0,TRUE,13,44,Kinship,4,1,14/04/2024 00:00,Child requests placement end,299,1,Non binary,TRUE,FALSE,3.87,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,TRUE,TRUE
16,Male,White - British,0,FALSE,18,45,Kinship,3,1,10/05/2024 00:00,N/A,535,1,Trans Female,TRUE,TRUE,0.55,FALSE,N/A,1,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,FALSE,TRUE
16,Female,Asian/British Asian - Other,0,TRUE,18,25,Fostering - Short Term,6,1,21/04/2025 00:00,Approval removed,680,1,Male,TRUE,FALSE,11.76,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,FALSE,TRUE,FALSE
7,Female,Asian/British Asian - Pakistani,0,FALSE,17,25,Kinship,5,1,01/04/2023 00:00,N/A,191,1,Male,TRUE,TRUE,3.07,FALSE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,FALSE
8,Male,White - British,0,TRUE,15,28,Kinship,2,1,01/02/2024 00:00,Allegation (S47),77,1,Non binary,TRUE,TRUE,2.62,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,FALSE,TRUE
0,Male,White - British,0,TRUE,12,55,Kinship,5,1,09/04/2022 00:00,Allegation (S47),198,1,Male,TRUE,TRUE,2.53,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,TRUE,FALSE
14,Female,Asian/British Asian - Indian,0,TRUE,16,30,Fostering - Short Term,4,1,08/11/2023 00:00,Carer requests placement end due to child's behaviour,171,1,Non binary,TRUE,TRUE,0.95,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Kinship,TRUE,FALSE,TRUE
15,Non binary,Asian/British Asian - Pakistani,0,TRUE,17,65,Fostering - Short Term,0,1,14/10/2023 00:00,Approval removed,5,1,Male,TRUE,TRUE,0.73,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Kinship,TRUE,FALSE,TRUE
5,Female,Asian/British Asian - Pakistani,0,TRUE,10,52,Fostering - Short Term,3,1,26/03/2023 00:00,Planned move to long-term fostering,188,1,Male,TRUE,TRUE,7.58,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,FALSE,TRUE,TRUE
0,Male,White - British,0,FALSE,17,67,Special Guardianship,5,1,25/01/2022 00:00,N/A,645,1,Female,TRUE,TRUE,10.22,FALSE,N/A,7,N/A,0,including Mainstream,Asian/British Asian - Chinese,Special Guardianship,FALSE,FALSE,FALSE
8,Male,Asian/British Asian - Pakistani,0,TRUE,10,29,Fostering - Short Term,2,1,30/07/2022 00:00,Approval removed,441,1,Trans Male,TRUE,TRUE,4.1,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Roma,Kinship,FALSE,TRUE,FALSE
8,Trans Male,White - British,0,TRUE,14,28,Kinship,6,1,10/01/2025 00:00,Carer requests placement end due to child's behaviour,158,1,Non binary,TRUE,FALSE,8.43,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Traveller of Irish Heritage,Emergency Foster,FALSE,TRUE,TRUE
6,Male,White - British,0,TRUE,13,53,Kinship,0,1,20/02/2025 00:00,Allegation (S47),143,1,Trans Male,TRUE,FALSE,2.71,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,TRUE,TRUE
0,Female,White - British,0,FALSE,3,29,Kinship,0,1,15/06/2023 00:00,N/A,972,1,Female,TRUE,TRUE,0.71,FALSE,N/A,5,N/A,0,including Mainstream,Black/Black British - Caribbean,Kinship,TRUE,FALSE,TRUE
15,Trans Male,Asian/British Asian - Bangladeshi,0,TRUE,16,73,Fostering - Short Term,0,1,28/01/2024 00:00,Approval removed,491,1,Male,TRUE,TRUE,3.27,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,FALSE,FALSE,FALSE
4,Female,Asian/British Asian - Other,0,FALSE,12,42,Fostering - Short Term,4,1,30/10/2024 00:00,N/A,38,1,Trans Male,TRUE,FALSE,1.16,FALSE,N/A,3,N/A,0,including Mainstream,White - Central European,Short Term Foster,FALSE,FALSE,TRUE
4,Female,Asian/British Asian - Pakistani,0,TRUE,5,75,Kinship,0,1,05/08/2024 00:00,Child requests placement end,324,1,Trans Female,TRUE,FALSE,4.79,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Kinship,TRUE,FALSE,FALSE
5,Female,White - British,0,TRUE,16,70,Kinship,5,1,06/02/2022 00:00,Planned move to long-term fostering,5,1,Trans Female,TRUE,TRUE,4.14,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,TRUE,TRUE
15,Female,White - British,0,TRUE,18,64,Fostering - Short Term,2,1,15/09/2023 00:00,Approval removed,548,1,Non binary,TRUE,FALSE,4.95,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Adoption,TRUE,FALSE,FALSE
7,Non binary,Asian/British Asian - Bangladeshi,0,FALSE,15,69,Kinship,4,1,22/07/2022 00:00,N/A,40,1,Female,TRUE,FALSE,4.45,TRUE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,TRUE,TRUE
12,Male,Asian/British Asian - Pakistani,0,FALSE,13,33,Fostering - Long Term,2,1,12/06/2024 00:00,N/A,5,1,Male,TRUE,FALSE,7.35,TRUE,N/A,4,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Long Term Foster,FALSE,TRUE,FALSE
0,Female,Dual Heritage - Black/White,0,TRUE,6,25,Fostering - Short Term,4,1,19/12/2023 00:00,Approval removed,132,1,Male,TRUE,TRUE,9.19,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,TRUE,FALSE,FALSE
3,Female,Black/Black British - African,0,FALSE,10,60,Kinship,4,1,31/03/2024 00:00,N/A,42,1,Trans Female,TRUE,TRUE,0.73,FALSE,N/A,8,N/A,0,including Mainstream,Roma,Kinship,TRUE,TRUE,TRUE
14,Male,White - British,0,FALSE,18,49,Kinship,2,1,09/07/2023 00:00,N/A,1,1,Female,TRUE,FALSE,1.94,TRUE,N/A,8,N/A,0,including Mainstream,White - Irish,Kinship,TRUE,TRUE,TRUE
14,Female,White - British,0,FALSE,15,44,Fostering - Short Term,7,1,25/02/2024 00:00,N/A,686,1,Male,FALSE,TRUE,3.9,FALSE,N/A,0,N/A,0,including Mainstream,White - British,Short Term Foster,TRUE,FALSE,TRUE
6,Trans Male,White - British,0,TRUE,16,47,Fostering - Short Term,3,1,15/01/2025 00:00,Carer requests placement end due to child's behaviour,143,1,Trans Male,TRUE,FALSE,19.4,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Short Term Foster,TRUE,FALSE,TRUE
2,Male,White - Eastern European,0,TRUE,17,49,Fostering - Short Term,5,1,28/11/2022 00:00,Approval removed,246,1,Trans Male,TRUE,TRUE,1.99,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,FALSE,FALSE
2,Male,White - British,0,TRUE,4,36,Fostering - Short Term,5,1,01/05/2023 00:00,Carer requests placement end due to child's behaviour,1,1,Male,TRUE,FALSE,3.75,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Kinship,TRUE,TRUE,FALSE
9,Non binary,Asian/British Asian - Pakistani,0,TRUE,16,52,Fostering - Short Term,1,1,07/01/2022 00:00,Approval removed,192,1,Male,FALSE,TRUE,0.36,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Kinship,FALSE,FALSE,TRUE
12,Female,White - British,0,TRUE,13,75,Fostering - Short Term,6,1,28/09/2025 00:00,Allegation (S47),59,1,Trans Female,FALSE,FALSE,13.38,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Emergency Foster,FALSE,FALSE,TRUE
1,Trans Male,White - British,0,TRUE,3,75,Kinship,3,1,17/02/2024 00:00,Planned move to long-term fostering,738,1,Trans Female,TRUE,FALSE,4.96,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,TRUE,FALSE
11,Trans Male,Asian/British Asian - Indian,0,TRUE,16,72,Kinship,4,1,01/11/2023 00:00,Allegation (S47),189,1,Female,TRUE,TRUE,1.61,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Long Term Foster,FALSE,TRUE,FALSE
3,Male,White - Central European,0,TRUE,16,33,Kinship,3,1,11/10/2024 00:00,Carer requests placement end due to child's behaviour,523,1,Non binary,FALSE,TRUE,3.58,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Short Term Foster,TRUE,FALSE,FALSE
12,Trans Male,Asian/British Asian - Pakistani,0,TRUE,14,30,Fostering - Short Term,6,1,18/11/2022 00:00,Carer requests placement end due to child's behaviour,934,1,Trans Female,TRUE,TRUE,1.66,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,TRUE,TRUE,TRUE
9,Male,White - British,0,TRUE,18,74,Fostering - Short Term,5,1,15/01/2023 00:00,Allegation (S47),67,1,Non binary,TRUE,FALSE,14.06,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Short Term Foster,TRUE,FALSE,TRUE
9,Non binary,White - British,0,TRUE,17,65,Fostering - Short Term,4,1,19/09/2022 00:00,Carer requests placement end due to child's behaviour,362,1,Trans Male,TRUE,FALSE,5.67,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Special Guardianship,FALSE,FALSE,FALSE
3,Male,White - British,0,FALSE,12,47,Kinship,7,1,25/08/2024 00:00,N/A,4,1,Female,TRUE,FALSE,1.38,TRUE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,FALSE,FALSE
9,Female,White - British,0,FALSE,17,37,Kinship,6,1,16/02/2023 00:00,N/A,180,1,Male,TRUE,FALSE,2.28,TRUE,N/A,4,N/A,0,including Mainstream,Black/Black British - Other,Kinship,FALSE,FALSE,FALSE
8,Trans Male,White - British,0,TRUE,9,33,Kinship,5,1,10/05/2023 00:00,Planned move to long-term fostering,210,1,Male,TRUE,FALSE,0.67,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Kinship,TRUE,FALSE,FALSE
15,Male,Asian/British Asian - Indian,0,TRUE,16,25,Fostering - Short Term,2,1,08/06/2025 00:00,Allegation (S47),805,1,Male,TRUE,FALSE,20.52,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Residential,TRUE,FALSE,TRUE
10,Trans Female,Asian/British Asian - Indian,0,TRUE,11,72,Fostering - Short Term,3,1,30/07/2025 00:00,Approval removed,159,1,Female,TRUE,TRUE,3.81,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Kinship,FALSE,TRUE,TRUE
1,Female,Asian/British Asian - Indian,0,FALSE,12,56,Kinship,0,1,09/01/2022 00:00,N/A,279,1,Male,TRUE,FALSE,1.85,FALSE,N/A,2,N/A,0,including Mainstream,White - Central European,Kinship,FALSE,TRUE,TRUE
14,Female,White - British,0,FALSE,15,39,Kinship,4,1,29/04/2024 00:00,N/A,123,1,Male,TRUE,TRUE,2.98,TRUE,N/A,7,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,TRUE,FALSE
10,Male,Asian/British Asian - Pakistani,0,TRUE,12,43,Fostering - Short Term,5,1,25/06/2023 00:00,Child requests placement end,187,1,Male,TRUE,FALSE,0.19,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Short Term Foster,FALSE,FALSE,FALSE
5,Male,White - British,0,TRUE,7,42,Kinship,7,1,10/03/2025 00:00,Carer requests placement end due to child's behaviour,790,1,Trans Female,TRUE,TRUE,0.83,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,TRUE,TRUE,TRUE
16,Male,White - Eastern European,0,TRUE,17,53,Fostering - Short Term,3,1,29/03/2023 00:00,Carer requests placement end due to child's behaviour,493,1,Male,TRUE,TRUE,7.89,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Short Term Foster,FALSE,TRUE,FALSE
2,Trans Female,Asian/British Asian - Indian,0,FALSE,11,28,Fostering - Short Term,5,1,02/11/2024 00:00,N/A,727,1,Female,TRUE,TRUE,8.37,FALSE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,TRUE,TRUE,TRUE
0,Male,Asian/British Asian - Pakistani,0,TRUE,16,27,Kinship,6,1,20/12/2022 00:00,Planned move to long-term fostering,166,1,Trans Female,TRUE,FALSE,4.82,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,FALSE,TRUE
8,Female,White - British,0,FALSE,11,49,Kinship,3,1,27/05/2025 00:00,N/A,950,1,Trans Male,TRUE,TRUE,1.77,TRUE,N/A,5,N/A,0,including Mainstream,White - Eastern European,Kinship,TRUE,FALSE,TRUE
17,Female,Asian/British Asian - Pakistani,0,FALSE,18,39,Kinship,0,1,19/11/2023 00:00,N/A,75,1,Male,FALSE,TRUE,1.38,FALSE,N/A,0,N/A,0,including Mainstream,White - Eastern European,Kinship,TRUE,FALSE,FALSE
9,Male,Asian/British Asian - Pakistani,0,FALSE,14,26,Special Guardianship,5,1,14/04/2025 00:00,N/A,1000,1,Male,TRUE,TRUE,4.83,FALSE,N/A,2,N/A,0,including Mainstream,Roma,Special Guardianship,FALSE,FALSE,FALSE
6,Male,Mixed - White/Asian,0,FALSE,13,74,Fostering - Short Term,7,1,15/11/2023 00:00,N/A,469,1,Female,TRUE,TRUE,9.2,FALSE,N/A,5,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,TRUE,FALSE,TRUE
17,Male,White - Irish,0,TRUE,18,52,Kinship,7,1,13/02/2024 00:00,Child requests placement end,6,1,Trans Male,FALSE,FALSE,4.67,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,TRUE,FALSE,FALSE
9,Female,White - Central European,0,TRUE,16,72,Kinship,2,1,23/03/2023 00:00,Allegation (S47),33,1,Trans Male,TRUE,FALSE,1.65,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,FALSE,FALSE
3,Female,White - British,0,FALSE,10,60,Kinship,5,1,16/10/2025 00:00,N/A,195,1,Female,FALSE,FALSE,4.05,TRUE,N/A,1,N/A,0,including Mainstream,Roma,Kinship,FALSE,FALSE,FALSE
2,Female,Asian/British Asian - Pakistani,0,TRUE,17,30,Kinship,5,1,24/06/2025 00:00,Child requests placement end,967,1,Trans Female,TRUE,FALSE,0.01,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy,Kinship,FALSE,TRUE,TRUE
15,Female,White - Central European,0,TRUE,16,40,Fostering - Short Term,4,1,19/07/2023 00:00,Carer requests placement end due to child's behaviour,970,1,Male,FALSE,FALSE,3.17,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Roma,Kinship,TRUE,FALSE,FALSE
16,Male,White - British,0,TRUE,17,61,Fostering - Short Term,4,1,28/03/2022 00:00,Approval removed,72,1,Trans Male,TRUE,TRUE,43.14,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Residential,FALSE,TRUE,TRUE
13,Female,White - British,0,FALSE,15,44,Kinship,6,1,09/08/2025 00:00,N/A,79,1,Trans Female,TRUE,TRUE,1.94,FALSE,N/A,0,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,FALSE,TRUE
0,Male,Other Ethnic Group,0,TRUE,12,30,Fostering - Short Term,6,1,07/02/2023 00:00,Allegation (S47),3,1,Non binary,TRUE,FALSE,4.01,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,FALSE,TRUE,TRUE
14,Male,White - British,0,TRUE,17,52,Residential,0,1,12/05/2024 00:00,Planned move to long-term fostering,181,1,Male,TRUE,FALSE,11.13,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Residential,TRUE,TRUE,TRUE
6,Trans Male,White - British,0,FALSE,15,32,Fostering - Short Term,5,1,12/09/2022 00:00,N/A,58,1,Trans Female,TRUE,FALSE,19.06,FALSE,N/A,5,N/A,0,including Mainstream,White - Irish,Short Term Foster,TRUE,TRUE,FALSE
1,Female,Asian/British Asian - Pakistani,0,FALSE,3,68,Kinship,5,1,04/08/2024 00:00,N/A,673,1,Female,TRUE,TRUE,2.52,TRUE,N/A,5,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,FALSE,TRUE
15,Female,Asian/British Asian - Pakistani,0,TRUE,17,41,Fostering - Short Term,4,1,17/04/2025 00:00,Approval removed,68,1,Male,TRUE,TRUE,0.02,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,FALSE,FALSE
8,Male,Asian/British Asian - Indian,0,FALSE,18,25,Fostering - Short Term,4,1,20/08/2023 00:00,N/A,858,1,Female,TRUE,FALSE,18.35,TRUE,N/A,1,N/A,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,FALSE,FALSE,FALSE
0,Female,White - British,0,TRUE,3,42,Kinship,0,1,04/04/2022 00:00,Allegation (S47),153,1,Male,TRUE,TRUE,0.72,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,TRUE,FALSE
17,Trans Female,White - British,0,TRUE,18,48,Kinship,5,1,11/11/2023 00:00,Planned move to long-term fostering,89,1,Female,TRUE,FALSE,2.41,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,FALSE
4,Trans Female,Asian/British Asian - Pakistani,0,TRUE,17,54,Fostering - Short Term,5,1,12/11/2022 00:00,Allegation (S47),559,1,Male,TRUE,TRUE,1.39,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,TRUE,FALSE,FALSE
14,Female,White - British,0,FALSE,18,64,Kinship,5,1,27/01/2025 00:00,N/A,685,1,Trans Female,TRUE,FALSE,4.05,TRUE,N/A,3,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,TRUE,FALSE
1,Female,White - British,0,FALSE,10,56,Kinship,1,1,11/04/2025 00:00,N/A,845,1,Non binary,TRUE,FALSE,0.15,FALSE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,TRUE,TRUE
13,Female,White - British,0,TRUE,14,32,Fostering - Long Term,4,1,17/08/2024 00:00,Planned move to long-term fostering,104,1,Trans Female,TRUE,TRUE,1.7,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Long Term Foster,FALSE,TRUE,TRUE
11,Female,White - Eastern European,0,TRUE,13,33,Fostering - Short Term,6,1,11/06/2022 00:00,Approval removed,501,1,Trans Male,TRUE,FALSE,3.3,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,TRUE
9,Male,White - British,0,TRUE,10,72,Kinship,6,1,22/05/2022 00:00,Allegation (S47),7,1,Male,TRUE,FALSE,0.44,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Kinship,FALSE,TRUE,FALSE
12,Female,White - British,0,FALSE,18,48,Kinship,3,1,04/02/2023 00:00,N/A,3,1,Male,TRUE,FALSE,1.18,FALSE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,TRUE,FALSE
3,Female,Other Ethnic Group,0,FALSE,12,57,Special Guardianship,5,1,24/04/2025 00:00,N/A,7,1,Female,TRUE,TRUE,2.63,TRUE,N/A,6,N/A,0,including Mainstream,Black/Black British - African,Special Guardianship,TRUE,FALSE,TRUE
4,Trans Female,White - British,0,TRUE,7,49,Kinship,3,1,12/02/2025 00:00,Allegation (S47),59,1,Female,TRUE,TRUE,3.15,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Special Guardianship,TRUE,TRUE,FALSE
8,Trans Female,Asian/British Asian - Pakistani,0,TRUE,12,51,Kinship,6,1,20/04/2024 00:00,Allegation (S47),83,1,Trans Male,TRUE,FALSE,3.45,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Kinship,TRUE,TRUE,FALSE
11,Female,White - British,0,FALSE,16,66,Residential,5,1,20/04/2024 00:00,N/A,822,1,Trans Male,FALSE,TRUE,13.94,FALSE,N/A,1,N/A,0,including Mainstream,Black/Black British - Caribbean,Residential,TRUE,FALSE,FALSE
16,Male,White - British,0,TRUE,17,75,Residential,2,1,29/08/2023 00:00,Planned move to long-term fostering,451,1,Female,TRUE,FALSE,45.73,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Residential,FALSE,TRUE,FALSE
5,Non binary,Asian/British Asian - Pakistani,0,TRUE,7,60,Fostering - Short Term,5,1,14/07/2024 00:00,Carer requests placement end due to child's behaviour,395,1,Trans Female,TRUE,FALSE,4.34,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Kinship,TRUE,TRUE,TRUE
8,Trans Female,White - British,0,FALSE,10,49,Fostering - Short Term,0,1,24/09/2024 00:00,N/A,2,1,Female,TRUE,FALSE,8.57,TRUE,N/A,2,N/A,0,including Mainstream,White - Irish,Short Term Foster,FALSE,FALSE,TRUE
8,Male,White - British,0,TRUE,12,58,Kinship,5,1,07/02/2023 00:00,Allegation (S47),60,1,Male,TRUE,FALSE,3.2,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,TRUE,FALSE
13,Female,White - British,0,FALSE,18,33,Kinship,5,1,03/07/2025 00:00,N/A,218,1,Female,TRUE,FALSE,2.45,TRUE,N/A,6,N/A,0,including Mainstream,White - British,Kinship,FALSE,TRUE,FALSE
4,Female,White - British,0,TRUE,14,59,Kinship,4,1,17/08/2022 00:00,Allegation (S47),3,1,Female,FALSE,TRUE,87.1,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Residential,FALSE,FALSE,FALSE
3,Male,White - British,0,TRUE,6,32,Fostering - Short Term,5,1,03/12/2023 00:00,Carer requests placement end due to child's behaviour,176,1,Female,TRUE,FALSE,2.34,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,FALSE,TRUE
16,Trans Male,White - Eastern European,0,TRUE,17,36,Kinship,5,1,17/06/2023 00:00,Child requests placement end,735,1,Trans Male,TRUE,TRUE,4.4,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,FALSE,TRUE
